,dists,predIds,skips,coretime,p_cals,predYears
1995,"[83.63283737381981, 84.09228824394721, 86.20020348560598, 87.12597861120459, 87.77710011094756]
","[28, 22, 10, 13, 27]
","0
","3.025002956390381
","0
","[1993, 1987, 1975, 1978, 1992]
"
1996,"[90.5155391955546, 90.90995774660507, 92.40142595898347, 92.46686907589924, 95.88474947466433]
","[27, 21, 7, 25, 3]
","0
","2.8346922397613525
","0
","[1993, 1987, 1973, 1991, 1969]
"
1997,"[88.06127481056599, 89.05291436217382, 89.23748795426529, 89.2896481195569, 89.41329836172555]
","[15, 8, 25, 27, 28]
","0
","2.7041819095611572
","0
","[1982, 1975, 1992, 1994, 1995]
"
1998,"[83.58404387735537, 86.03490286844526, 86.30438637965997, 86.43517189855835, 86.65696959237731]
","[1, 2, 17, 13, 24]
","0
","2.7524189949035645
","0
","[1969, 1970, 1985, 1981, 1992]
"
1999,"[83.896596705106, 84.86091186687973, 85.4490873286738, 85.52995522827324, 86.09150122236058]
","[1, 18, 22, 6, 16]
","0
","2.839536190032959
","0
","[1970, 1987, 1991, 1975, 1985]
"
2000,"[89.407177358257, 90.75841323955046, 92.47886467000204, 94.18617771190088, 94.88568644427926]
","[6, 25, 19, 0, 26]
","0
","2.958332061767578
","0
","[1976, 1995, 1989, 1970, 1996]
"
2001,"[78.51806053012557, 78.83569086326644, 82.90899408366163, 83.77268175436473, 85.22131682783704]
","[15, 28, 4, 16, 7]
","0
","3.436382293701172
","0
","[1986, 1999, 1975, 1987, 1978]
"
2002,"[88.36106902237873, 93.31200177015845, 93.71023035394782, 95.25782544815999, 95.66488907278523]
","[26, 16, 23, 21, 25]
","0
","3.931386947631836
","0
","[1998, 1988, 1995, 1993, 1997]
"
2003,"[85.0919110404734, 85.45744338727671, 87.68329879588549, 88.41678501543822, 88.42988177029288]
","[15, 25, 24, 22, 12]
","0
","4.1106250286102295
","0
","[1988, 1998, 1997, 1995, 1985]
"
2004,"[81.82671449036306, 86.73186973388741, 87.16083673247864, 88.22907074498747, 89.62028262942144]
","[29, 11, 19, 24, 10]
","0
","4.216575860977173
","0
","[2003, 1985, 1993, 1998, 1984]
"
2005,"[83.2938382874421, 83.75043502385205, 84.61773158749605, 86.18701058871399, 86.4613472784357]
","[20, 28, 0, 23, 10]
","0
","3.6926660537719727
","0
","[1995, 2003, 1975, 1998, 1985]
"
2006,"[85.63116570381722, 88.05394758450976, 89.91580748511183, 91.64901056208532, 91.84513182760895]
","[3, 23, 19, 11, 25]
","0
","3.7741570472717285
","0
","[1979, 1999, 1995, 1987, 2001]
"
2007,"[82.02946354679177, 88.55655361719838, 93.40524113187132, 93.52193228866163, 93.81626728926454]
","[18, 26, 10, 16, 9]
","0
","3.6566147804260254
","0
","[1995, 2003, 1987, 1993, 1986]
"
2008,"[83.29837423041862, 86.9976225789807, 88.71102112890932, 88.95008452525096, 90.60714888030408]
","[8, 22, 10, 23, 27]
","0
","3.609633207321167
","0
","[1986, 2000, 1988, 2001, 2005]
"
2009,"[82.16121099331052, 83.3485856357034, 83.66347781967413, 85.53746834429424, 89.86356498569106]
","[8, 26, 16, 18, 22]
","0
","3.5463998317718506
","0
","[1987, 2005, 1995, 1997, 2001]
"
2010,"[85.85416310263253, 88.57539103905071, 88.78200595111343, 90.38485056191911, 91.14517581607343]
","[24, 1, 5, 18, 3]
","0
","3.547802209854126
","0
","[2004, 1981, 1985, 1998, 1983]
"
2011,"[84.93651516818566, 88.16087644873222, 90.1936521653644, 91.39085279022996, 93.08123260999355]
","[18, 13, 6, 17, 20]
","0
","3.461944103240967
","0
","[1999, 1994, 1987, 1998, 2001]
"
2012,"[83.24123485748969, 86.4937784147575, 86.93124111821014, 89.11718037451261, 89.40701883879461]
","[21, 23, 27, 13, 18]
","0
","3.556370973587036
","0
","[2003, 2005, 2009, 1995, 2000]
"
2013,"[82.076957265627, 86.4489822135289, 87.90862796446258, 87.95671340470808, 88.41889466800585]
","[4, 15, 16, 10, 18]
","0
","3.775305986404419
","0
","[1987, 1998, 1999, 1993, 2001]
"
2014,"[86.70705649597103, 89.9446364779642, 90.73703847814319, 91.39937062165869, 91.66541255919526]
","[10, 3, 18, 9, 17]
","0
","3.684241771697998
","0
","[1994, 1987, 2002, 1993, 2001]
"
2015,"[89.12101488118996, 91.6816784845548, 92.46916755381416, 92.71160551007398, 93.19140842991823]
","[24, 29, 28, 16, 4]
","0
","3.69405198097229
","0
","[2009, 2014, 2013, 2001, 1989]
"
2016,"[90.53775912010035, 91.45721197070174, 91.47066638443557, 91.95327995904697, 94.08693318888378]
","[19, 4, 9, 12, 7]
","0
","3.7687900066375732
","0
","[2005, 1990, 1995, 1998, 1993]
"
2017,"[83.49341093616198, 84.90546970218864, 89.84035524318737, 91.44504624384501, 91.8634597890761]
","[17, 16, 6, 23, 18]
","0
","4.280803203582764
","0
","[2004, 2003, 1993, 2010, 2005]
"
2018,"[85.79446102131108, 85.9026892062072, 87.03795323981038, 88.37111701925407, 89.31804295599719]
","[11, 18, 13, 25, 7]
","0
","5.025105953216553
","0
","[1999, 2006, 2001, 2013, 1995]
"
2019,"[93.84044884825306, 94.3276759541469, 94.46402693007363, 95.25221855160981, 100.09551372924167]
","[16, 23, 1, 27, 2]
","0
","4.5997538566589355
","0
","[2005, 2012, 1990, 2016, 1991]
"
2020,"[85.77918608311654, 90.86317282499733, 91.29163620649467, 91.83285604708567, 91.85987853506823]
","[15, 26, 0, 23, 5]
","0
","4.764415979385376
","0
","[2005, 2016, 1990, 2013, 1995]
"
